Serial Number,WF5141158
Sample ID,00060
Start Time,2023-09-18 20:01:50 UTC
Duration,0:09:23
Total Volume (l),4.93
Distance (m),99
Peak Pressure (psi),12.3
Avg Flow (l/min),0.5
Avg Rate (mL/m),65.6
Avg Speed (m/s),0.2


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
118,1.17,3.44,0.70,70.97,0.16,42.127624,-80.129114,170.3,2.9,
120,1.19,3.06,0.71,76.32,0.16,42.127624,-80.129116,170.4,2.9,
122,1.21,3.11,0.70,81.99,0.14,42.127626,-80.129117,170.5,2.9,
124,1.24,3.15,0.69,87.79,0.13,42.127627,-80.129118,170.6,2.9,
126,1.26,3.10,0.70,90.26,0.13,42.127628,-80.129123,170.6,2.9,
128,1.28,3.27,0.69,90.59,0.13,42.127630,-80.129125,171.0,2.9,
130,1.31,3.31,0.70,96.42,0.12,42.127632,-80.129126,171.3,2.9,
132,1.33,3.23,0.70,103.52,0.11,42.127633,-80.129125,171.7,2.9,
134,1.35,3.43,0.70,108.17,0.11,42.127633,-80.129126,172.0,2.9,
136,1.38,3.45,0.70,98.95,0.12,42.127632,-80.129131,172.2,2.9,
138,1.40,3.27,0.70,88.89,0.13,42.127630,-80.129136,172.4,2.9,
140,1.42,3.68,0.69,78.58,0.15,42.127627,-80.129141,172.6,2.9,
142,1.45,3.58,0.70,72.35,0.16,42.127624,-80.129144,172.9,2.9,
144,1.47,3.88,0.70,65.82,0.18,42.127621,-80.129150,173.0,2.9,
146,1.49,3.60,0.70,61.18,0.19,42.127616,-80.129154,173.3,2.9,
148,1.52,3.79,0.70,53.73,0.22,42.127611,-80.129159,173.5,2.9,
150,1.54,3.84,0.70,45.49,0.26,42.127605,-80.129166,173.5,2.9,
152,1.56,3.60,0.71,40.61,0.29,42.127600,-80.129173,173.2,2.9,
154,1.59,4.24,0.69,36.60,0.31,42.127593,-80.129179,172.9,2.9,
156,1.61,3.50,0.71,37.08,0.32,42.127589,-80.129182,172.7,2.9,
158,1.63,4.21,0.70,36.40,0.32,42.127585,-80.129185,172.5,2.9,
160,1.66,3.86,0.74,38.40,0.32,42.127580,-80.129187,172.1,2.9,
162,1.68,4.67,0.68,34.93,0.32,42.127577,-80.129189,171.8,2.9,
164,1.70,3.20,0.71,36.18,0.33,42.127572,-80.129191,171.5,2.9,
166,1.73,4.23,0.70,35.93,0.32,42.127566,-80.129196,171.4,2.9,
168,1.75,3.93,0.71,38.43,0.31,42.127562,-80.129199,171.5,2.9,
170,1.77,3.99,0.70,41.58,0.28,42.127558,-80.129201,171.3,2.9,
172,1.80,3.99,0.70,45.25,0.26,42.127554,-80.129203,170.8,2.9,
174,1.82,4.04,0.70,48.14,0.24,42.127552,-80.129204,170.4,2.9,
177,1.84,4.26,0.70,50.61,0.23,42.127548,-80.129203,170.0,2.9,
179,1.87,3.93,0.70,52.26,0.22,42.127544,-80.129202,169.7,2.9,
181,1.89,4.16,0.69,52.68,0.22,42.127540,-80.129201,169.8,2.9,
183,1.91,4.38,0.69,54.16,0.21,42.127537,-80.129198,169.8,2.9,
185,1.94,3.81,0.71,59.14,0.20,42.127534,-80.129196,169.6,2.9,
187,1.96,4.85,0.68,61.68,0.18,42.127531,-80.129196,169.3,2.9,
189,1.98,3.94,0.70,68.97,0.17,42.127530,-80.129198,169.3,2.9,
191,2.01,4.38,0.70,75.00,0.16,42.127528,-80.129200,169.5,2.9,
193,2.03,4.22,0.70,81.81,0.14,42.127528,-80.129202,169.5,2.9,
195,2.05,4.46,0.70,89.92,0.13,42.127527,-80.129202,169.5,2.9,
197,2.08,4.50,0.69,95.91,0.12,42.127526,-80.129200,169.3,2.9,
199,2.10,4.59,0.68,106.02,0.11,42.127523,-80.129194,170.1,2.9,
201,2.12,4.92,0.68,117.75,0.10,42.127522,-80.129194,169.8,2.9,
203,2.15,4.69,0.70,136.69,0.09,42.127522,-80.129194,169.6,2.9,
205,2.17,4.68,0.71,156.32,0.08,42.127524,-80.129195,169.6,2.9,
207,2.19,4.87,0.70,141.07,0.08,42.127525,-80.129195,169.7,2.9,
209,2.22,4.84,0.70,127.57,0.09,42.127528,-80.129203,169.9,2.9,
211,2.24,4.74,0.70,122.04,0.10,42.127529,-80.129203,169.5,2.9,
213,2.26,4.70,0.70,119.41,0.10,42.127530,-80.129205,169.2,2.9,
215,2.29,5.00,0.69,118.01,0.10,42.127531,-80.129207,169.1,2.9,
217,2.31,5.19,0.69,121.18,0.09,42.127531,-80.129210,169.4,2.9,
219,2.33,5.42,0.70,112.83,0.10,42.127531,-80.129216,169.7,2.9,
221,2.36,5.19,0.70,111.11,0.10,42.127531,-80.129220,169.8,2.9,
223,2.38,5.15,0.70,117.73,0.10,42.127531,-80.129221,169.9,2.9,
225,2.40,5.22,0.70,118.81,0.10,42.127533,-80.129222,169.7,2.9,
227,2.43,5.23,0.70,120.84,0.10,42.127532,-80.129225,169.6,2.9,
229,2.45,5.34,0.70,123.98,0.09,42.127529,-80.129228,169.5,2.9,
231,2.47,5.35,0.70,122.29,0.10,42.127527,-80.129230,169.5,2.9,
233,2.50,5.51,0.70,120.59,0.10,42.127524,-80.129231,169.6,2.9,
235,2.52,5.74,0.69,114.89,0.10,42.127524,-80.129234,169.6,2.9,
237,2.54,5.63,0.70,111.01,0.11,42.127522,-80.129234,169.7,2.9,
239,2.57,5.62,0.70,114.83,0.10,42.127521,-80.129234,169.9,2.9,
241,2.59,5.84,0.69,114.54,0.10,42.127520,-80.129233,170.1,2.9,
243,2.61,5.87,0.70,111.11,0.11,42.127520,-80.129234,170.8,2.9,
245,2.64,5.96,0.71,111.32,0.11,42.127520,-80.129232,171.3,2.9,
247,2.66,6.03,0.68,116.18,0.10,42.127520,-80.129231,172.2,2.9,
249,2.68,6.48,0.70,111.22,0.10,42.127521,-80.129236,172.7,2.9,
251,2.71,6.06,0.71,101.10,0.12,42.127525,-80.129241,172.7,2.9,
253,2.73,6.12,0.73,93.09,0.13,42.127527,-80.129246,173.1,2.9,
255,2.75,6.23,0.69,83.06,0.14,42.127530,-80.129251,173.6,2.9,
257,2.77,7.03,0.70,83.99,0.14,42.127531,-80.129254,174.3,2.9,
259,2.80,6.25,0.71,85.66,0.14,42.127532,-80.129255,174.7,2.9,
261,2.82,6.50,0.70,83.27,0.14,42.127534,-80.129256,174.9,2.9,
263,2.85,6.57,0.69,72.85,0.16,42.127538,-80.129257,174.9,2.9,
265,2.87,6.62,0.68,68.19,0.17,42.127541,-80.129260,174.8,2.9,
267,2.89,7.51,0.70,67.89,0.17,42.127544,-80.129262,174.6,2.9,
269,2.91,7.08,0.70,72.06,0.16,42.127546,-80.129261,174.5,2.9,
271,2.94,7.04,0.70,77.83,0.15,42.127548,-80.129259,174.2,2.9,
273,2.96,7.02,0.70,78.38,0.15,42.127551,-80.129257,174.0,2.9,
275,2.98,6.86,0.70,76.10,0.15,42.127552,-80.129253,173.8,2.9,
277,3.01,7.76,0.71,72.89,0.16,42.127553,-80.129249,173.6,2.9,
279,3.03,6.80,0.71,68.20,0.17,42.127554,-80.129245,173.5,2.9,
281,3.05,8.09,0.69,64.90,0.18,42.127555,-80.129243,172.6,2.9,
283,3.08,7.36,0.70,71.60,0.16,42.127555,-80.129240,172.0,2.9,
285,3.10,7.70,0.68,71.68,0.16,42.127557,-80.129239,171.8,2.9,
287,3.12,7.94,0.71,75.66,0.16,42.127560,-80.129238,171.7,2.9,
289,3.15,7.98,0.69,73.25,0.16,42.127562,-80.129236,171.4,2.9,
291,3.17,8.04,0.71,74.07,0.16,42.127565,-80.129234,171.3,2.9,
293,3.19,8.15,0.69,74.85,0.15,42.127566,-80.129232,171.2,2.9,
295,3.22,8.51,0.71,79.71,0.15,42.127568,-80.129229,171.0,2.9,
297,3.24,8.02,0.70,80.29,0.15,42.127570,-80.129226,170.6,2.9,
299,3.26,8.29,0.68,79.95,0.14,42.127571,-80.129221,170.5,2.9,
301,3.29,9.05,0.70,85.19,0.14,42.127572,-80.129218,170.4,2.9,
303,3.31,8.46,0.71,88.64,0.13,42.127570,-80.129219,170.5,2.9,
305,3.33,8.45,0.68,87.28,0.13,42.127570,-80.129222,170.5,2.9,
307,3.36,9.13,0.69,90.37,0.13,42.127569,-80.129223,170.5,2.9,
309,3.38,8.96,0.69,93.92,0.12,42.127568,-80.129224,170.6,2.9,
311,3.40,9.26,0.70,101.23,0.12,42.127568,-80.129224,170.6,2.9,
313,3.43,9.40,0.71,107.58,0.11,42.127566,-80.129226,170.6,2.9,
315,3.45,9.16,0.70,112.94,0.10,42.127565,-80.129227,170.5,2.9,
317,3.47,9.33,0.68,121.15,0.09,42.127564,-80.129225,170.1,2.9,
319,3.49,9.81,0.63,126.74,0.08,42.127563,-80.129227,170.4,2.9,
321,3.51,10.05,0.51,110.17,0.08,42.127563,-80.129229,170.7,2.9,
323,3.54,10.50,0.70,146.02,0.08,42.127562,-80.129228,170.8,2.9,
325,3.56,10.56,0.74,151.61,0.08,42.127562,-80.129226,170.7,2.9,
327,3.59,10.63,0.72,139.53,0.09,42.127561,-80.129223,170.7,2.9,
329,3.61,10.64,0.64,109.74,0.10,42.127561,-80.129220,170.7,3.0,
331,3.63,10.67,0.69,109.73,0.10,42.127560,-80.129216,170.7,3.0,
333,3.65,10.71,0.70,118.62,0.10,42.127559,-80.129216,170.8,3.0,
335,3.67,10.84,0.67,118.73,0.09,42.127560,-80.129217,170.6,3.0,
337,3.70,10.98,0.67,125.61,0.09,42.127560,-80.129218,170.5,3.0,
339,3.72,10.98,0.68,134.20,0.08,42.127561,-80.129217,170.4,2.9,
341,3.74,11.10,0.68,131.48,0.09,42.127561,-80.129216,170.5,2.9,
343,3.77,11.23,0.67,133.41,0.08,42.127561,-80.129214,170.7,2.9,
345,3.79,11.31,0.68,134.92,0.08,42.127561,-80.129211,170.8,2.9,
347,3.81,11.49,0.66,124.72,0.09,42.127562,-80.129207,170.9,2.9,
349,3.83,11.65,0.67,130.15,0.09,42.127562,-80.129202,171.2,2.9,
351,3.86,11.75,0.66,135.30,0.08,42.127564,-80.129198,171.7,2.9,
353,3.88,11.92,0.67,126.82,0.09,42.127563,-80.129199,171.4,2.9,
355,3.90,11.94,0.66,123.32,0.09,42.127565,-80.129199,171.2,2.9,
357,3.92,11.98,0.65,115.19,0.09,42.127565,-80.129196,170.9,2.9,
359,3.94,12.02,0.64,105.98,0.10,42.127566,-80.129194,170.9,2.9,
361,3.96,12.01,0.62,98.46,0.10,42.127566,-80.129191,170.8,2.9,
363,3.98,11.93,0.60,99.06,0.10,42.127566,-80.129191,170.6,2.9,
365,4.00,11.94,0.57,101.33,0.09,42.127565,-80.129191,170.7,2.9,
367,4.02,12.02,0.58,116.05,0.08,42.127565,-80.129189,170.6,2.9,
369,4.04,12.11,0.58,125.46,0.08,42.127565,-80.129186,170.5,2.9,
371,4.06,12.13,0.57,120.48,0.08,42.127565,-80.129181,170.4,2.9,
373,4.08,12.04,0.53,102.18,0.09,42.127566,-80.129178,170.6,2.9,
375,4.09,12.08,0.52,90.89,0.10,42.127567,-80.129175,170.7,2.9,
377,4.11,12.11,0.53,91.77,0.10,42.127567,-80.129175,170.9,2.9,
379,4.13,12.12,0.52,88.53,0.10,42.127566,-80.129173,171.1,2.9,
381,4.14,12.04,0.49,78.22,0.10,42.127565,-80.129170,171.2,2.9,
383,4.16,12.12,0.49,74.28,0.11,42.127564,-80.129168,171.0,2.9,
385,4.18,12.07,0.48,69.38,0.12,42.127563,-80.129171,171.3,2.9,
387,4.19,12.11,0.44,62.49,0.12,42.127560,-80.129173,171.7,2.9,
389,4.21,12.13,0.45,64.05,0.12,42.127558,-80.129174,172.0,2.9,
391,4.22,12.05,0.41,59.65,0.11,42.127554,-80.129174,172.3,2.9,
393,4.23,12.00,0.34,52.57,0.11,42.127553,-80.129173,172.3,2.9,
395,4.24,11.97,0.40,62.31,0.11,42.127554,-80.129171,172.0,2.9,
397,4.26,11.99,0.38,55.53,0.11,42.127553,-80.129168,171.7,2.9,
399,4.27,11.98,0.39,60.44,0.11,42.127554,-80.129168,171.5,3.4,
401,4.28,11.94,0.37,62.80,0.10,42.127555,-80.129170,171.4,3.4,
403,4.29,12.06,0.35,62.12,0.09,42.127555,-80.129171,171.2,3.4,
405,4.31,12.18,0.39,72.99,0.09,42.127556,-80.129171,170.9,3.4,
407,4.32,12.16,0.34,58.81,0.10,42.127556,-80.129174,171.0,3.4,
409,4.33,11.93,0.29,45.90,0.11,42.127558,-80.129177,170.8,3.0,
411,4.34,12.08,0.30,46.30,0.11,42.127560,-80.129180,170.7,3.0,
413,4.35,12.08,0.32,49.98,0.11,42.127562,-80.129182,170.7,3.0,
415,4.36,12.18,0.30,48.61,0.10,42.127563,-80.129183,171.0,3.0,
417,4.37,12.02,0.27,47.07,0.10,42.127566,-80.129184,171.2,3.0,
419,4.37,11.86,0.24,41.45,0.10,42.127567,-80.129183,171.4,2.9,
421,4.38,11.98,0.27,47.17,0.10,42.127568,-80.129183,171.7,2.9,
423,4.39,12.13,0.32,55.30,0.10,42.127568,-80.129184,172.3,2.9,
425,4.40,12.06,0.28,45.05,0.10,42.127567,-80.129182,172.5,2.9,
427,4.41,11.95,0.25,46.40,0.09,42.127565,-80.129182,172.0,2.9,
429,4.42,11.95,0.27,55.38,0.08,42.127564,-80.129185,172.0,2.9,
431,4.43,12.01,0.26,57.09,0.08,42.127562,-80.129186,171.9,2.9,
433,4.44,12.04,0.27,55.01,0.08,42.127560,-80.129188,171.9,2.9,
435,4.44,12.00,0.25,45.59,0.09,42.127556,-80.129193,172.2,2.9,
437,4.45,11.96,0.25,39.91,0.10,42.127552,-80.129196,172.4,2.9,
439,4.46,12.02,0.29,40.53,0.12,42.127549,-80.129198,172.7,3.0,
441,4.47,12.02,0.25,32.26,0.13,42.127545,-80.129201,173.0,3.0,
443,4.48,11.99,0.26,29.22,0.15,42.127543,-80.129205,173.0,3.0,
445,4.49,11.96,0.26,27.80,0.16,42.127538,-80.129208,172.9,3.0,
447,4.50,11.99,0.25,23.77,0.18,42.127534,-80.129211,172.9,3.0,
449,4.50,12.02,0.23,21.05,0.18,42.127530,-80.129212,172.8,3.0,
451,4.51,12.02,0.24,20.84,0.19,42.127527,-80.129214,173.0,3.0,
453,4.52,11.97,0.25,21.31,0.20,42.127524,-80.129214,173.3,3.0,
455,4.53,12.00,0.24,20.61,0.19,42.127521,-80.129213,173.2,3.0,
457,4.54,12.01,0.22,18.70,0.20,42.127518,-80.129211,173.0,3.0,
459,4.54,11.99,0.23,19.08,0.20,42.127514,-80.129211,172.9,2.9,
461,4.55,12.00,0.23,18.40,0.21,42.127510,-80.129212,172.8,2.9,
463,4.56,12.00,0.25,20.01,0.21,42.127507,-80.129211,172.5,2.9,
465,4.57,12.01,0.25,19.92,0.21,42.127503,-80.129210,172.5,2.9,
467,4.58,11.97,0.23,18.48,0.21,42.127501,-80.129210,172.5,2.9,
469,4.58,12.01,0.23,18.30,0.21,42.127499,-80.129209,172.5,2.9,
471,4.59,12.02,0.23,18.40,0.21,42.127497,-80.129209,172.8,2.9,
473,4.60,11.99,0.19,15.21,0.21,42.127497,-80.129206,172.9,2.9,l
475,4.60,11.96,0.19,15.59,0.20,42.127495,-80.129205,172.8,2.9,l
477,4.61,11.99,0.17,14.49,0.20,42.127496,-80.129209,172.8,2.9,l
479,4.62,12.03,0.19,16.92,0.19,42.127495,-80.129214,172.7,2.9,l
481,4.62,12.01,0.20,19.15,0.17,42.127499,-80.129218,172.6,2.9,
483,4.63,11.98,0.19,18.37,0.17,42.127504,-80.129223,172.3,2.9,l
485,4.63,11.92,0.14,13.22,0.18,42.127505,-80.129229,172.5,2.9,l
487,4.64,11.89,0.20,19.01,0.18,42.127500,-80.129231,172.2,2.9,
489,4.65,12.10,0.21,20.44,0.17,42.127496,-80.129232,171.5,3.0,
491,4.65,11.95,0.19,18.94,0.17,42.127497,-80.129234,171.4,3.0,l
493,4.66,11.90,0.22,23.32,0.16,42.127499,-80.129235,171.1,3.0,
495,4.67,12.02,0.26,28.64,0.15,42.127501,-80.129236,171.0,3.0,
497,4.68,12.21,0.25,28.36,0.15,42.127504,-80.129235,171.1,3.0,
499,4.69,12.03,0.21,24.87,0.14,42.127506,-80.129234,171.2,3.2,
501,4.69,11.81,0.19,22.57,0.14,42.127507,-80.129233,171.7,3.2,l
503,4.70,11.99,0.21,27.54,0.13,42.127509,-80.129231,172.0,3.2,
505,4.71,12.15,0.26,36.16,0.12,42.127514,-80.129230,171.9,3.2,
507,4.72,12.03,0.23,31.10,0.12,42.127519,-80.129232,172.2,3.2,
509,4.72,11.67,0.13,16.72,0.13,42.127525,-80.129232,172.2,3.6,l
511,4.73,12.00,0.28,34.03,0.14,42.127528,-80.129233,172.4,3.6,
513,4.74,12.28,0.37,42.65,0.14,42.127530,-80.129233,172.7,3.6,
515,4.75,12.04,0.29,31.22,0.15,42.127533,-80.129232,173.1,3.6,
517,4.75,11.83,0.13,12.88,0.17,42.127535,-80.129233,173.8,3.6,l
519,4.76,10.78,0.27,24.65,0.18,42.127539,-80.129235,174.0,3.2,
521,4.79,9.46,0.56,47.95,0.19,42.127543,-80.129237,174.0,3.2,
523,4.83,6.61,1.02,86.14,0.20,42.127546,-80.129237,173.9,3.2,
525,4.86,4.13,0.89,76.24,0.19,42.127549,-80.129236,173.8,3.2,
527,4.87,3.89,0.64,57.27,0.19,42.127550,-80.129235,173.4,3.2,
529,4.89,3.90,0.58,53.79,0.18,42.127551,-80.129233,172.8,2.9,
531,4.90,5.01,0.32,29.88,0.18,42.127553,-80.129230,172.3,2.9,
533,4.91,4.84,0.29,26.90,0.18,42.127553,-80.129227,172.8,2.9,
535,4.92,4.41,0.32,29.21,0.18,42.127550,-80.129225,174.1,2.9,
537,4.93,4.24,0.18,16.99,0.18,42.127550,-80.129222,174.5,2.9,l
539,4.93,6.03,0.07,7.16,0.16,42.127549,-80.129224,175.0,2.9,lm
541,4.93,4.11,0.03,3.31,0.15,42.127550,-80.129225,175.0,2.9,lm
543,4.93,4.04,0.02,2.23,0.15,42.127551,-80.129221,174.6,2.9,lm
545,4.93,4.16,0.01,1.15,0.15,42.127553,-80.129219,174.4,2.9,lm
547,4.93,3.94,0.00,0.00,0.14,42.127553,-80.129219,174.2,2.9,lm
549,4.93,3.96,0.01,1.35,0.12,42.127551,-80.129218,174.1,2.9,lm
551,4.93,4.19,0.01,1.46,0.11,42.127548,-80.129216,174.0,2.9,lm
553,4.93,4.05,0.00,0.00,0.12,42.127544,-80.129220,174.2,2.9,lm
555,4.93,3.94,0.01,1.40,0.11,42.127541,-80.129223,174.2,2.9,lm
557,4.93,3.91,0.00,0.00,0.11,42.127540,-80.129223,174.1,2.9,lm
559,4.93,3.71,0.00,0.00,0.13,42.127533,-80.129222,174.4,2.9,lm
561,4.93,3.75,0.00,0.00,0.15,42.127528,-80.129226,174.8,2.9,lm
563,4.93,3.76,0.00,0.00,0.17,42.127524,-80.129230,174.6,2.9,lm
